Titulo,Categoria,Url,Raciones,Ingredientes,Instrucciones
Berenjenas rellenas de mejillones,Verduras y guarniciones,https://www.eladerezo.com/recetas/berenjenas-rellenas-de-mejillones.html,4,12 ingredientes: 2 berenjenas - 1 kg mejillones - 1 Pimiento rojo - 1 cebolla - 1 tomate - 8 hebras Azafrán - 1 bola Queso mozzarella - 1/2 cucharada Maicena - 20 ml Nata líquida para montar 35% M. G. - Perejil - sal - Aceite de oliva virgen,Instrucciones: 1) Sacamos con mucho cuidado la carne de su interior. 2) Colocamos en una fuente para horno. 3) Sazonamos y vertemos sobre ellas un hilo de aceite de oliva. 4) Introducimos en el horno y asamos a 180º durante 15 minutos. 5) Mientras preparamos el relleno. 6) Vertemos en una sartén dos cucharadas de aceite de oliva donde sofreiremos la cebolla picada finamente. 7) Cuando veamos que está transparente incorporamos 1/2 pimiento cortado en dados no muy grandes y la carne de la berenjena también cortada finamente. Pasados unos minutos añadimos al sofrito el tomate rallado sazonamos. Dejamos hacer a fuego lento unos cinco minutos más. 8) Un tiempo en el cual haremos los mejillones al vapor. Es decir cubrimos el fondo de una cazuela grande con agua ponemos a hervir e incorporamos los mejillones limpios. Tapamos y dejamos que se abran los mejillones un par de minutos. 9) Sacamos los mejillones escurrimos y sacamos la carne de las conchas reservando el agua de la cocción. 10) Como te he comentado de esta receta haremos dos elaboraciones para ello guardaremos una docena de mejillones los mejores para preparar unos Mejillones con crema de azafrán. 11) Volviendo al sofrito que tenemos en el fuego añadimos en él medio vaso del caldo de la cocción de los mejillones. Removemos suavemente. 12) Retiramos del fuego escurrimos el sofrito reservando los jugos y con rellenamos las berenjenas que tenemos en el horno. 13) Cubrimos con la carne del mejillón. 14) Para terminar la receta sólo nos queda hacer la crema de azafrán con la cual napamos las berenjenas. 15) Para ello colamos sobre un cazo limpio el agua de la cocción de los mejillones y añadimos el jugo del sofrito. 16) Ponemos a cocer rectificamos el punto de sal si hiciera falta y añadimos las hebras de azafrán. 17) Diluimos la Maicena en la nata y vertemos poco a poco sobre el caldo hasta conseguir una crema espesa. Retiramos y pasamos por un chino o colador 18) Napamos las berenjenas. El resto de la crema de azafrán la reservamos.  19) Cortamos en rodajas finas la Mozarela y repartimos por la superficie de las berenjenas. 20) Gratinamos unos minutos en el horno. 21) Sacamos repartimos en platos y aderezamos con un hilo de aceite de oliva. Adornamos con unas hojas de perejil. 22) Servimos y degustamos. 
Espárragos trigueros con pulpo a la plancha y chimichurri,Verduras y guarniciones,https://www.eladerezo.com/recetas/esparragos-trigueros-con-pulpo-a-la-plancha-y-chimichurri.html,,5 ingredientes: 2 manojos Espárragos trigueros - 2 pulpitos - 4 cucharadas Chimichurri - Aceite de oliva virgen - sal,Instrucciones: 1) Echamos unas gotas de aceite de oliva en una sartén y ponemos al fuego. 2) En cuanto esté caliente echamos los espárragos trigueros y hacemos a la plancha a nuestro gusto. Personalmente me gusta que los espárragos estén más bien duros y que crujan al morder por ello con unos tres minutos de plancha por cada lado es más que suficiente. 3) Sacamos y repartimos en platos. 4) En esa misma sartén salteamos las patas de los pulpitos. 5) Colocamos encima de los espárragos y sazonamos. 6) Aderezamos con una cucharada de chimichurri cada plato servimos y degustamos. 
Tarta de calabacines y espárragos trigueros,Verduras y guarniciones,https://www.eladerezo.com/recetas/tarta-de-calabacines-y-esparragos.html,6,11 ingredientes: 1 base Masa quebrada - 3 huevos - 1 manojo Espárragos trigueros - 1 cucharada Mantequilla - 200 ml Nata líquida para montar 35% M. G. - 100 g Queso Philadelphia - sal - nuez moscada - curry - tomillo - Queso rallado,Instrucciones: 1) Procuramos colocar la masa sobre el molde sin que se nos rompa por ningún sitio.  2) Pasamos el rodillo por los bordes del molde para cortar la masa brisa sobrante.  3) Echamos en una sartén la mantequilla y llevamos al fuego.  4) Cuando se diluya añadimos los espárragos trigueros limpios y cortados en trozos.  5) Sazonamos y esparcimos por encima una pizca de nuez moscada y curry.  6) Salteamos durante tres o cinco minutos.  7) Mientras cascamos los huevos sobre un cuenco grande. Añadimos el queso crema y la nata.  8) Batimos con un tenedor e incorporamos los espárragos salteados.  9) Mezclamos y vertemos sobre la masa brisa.  10) Lavamos y secamos el calabacín.  11) Cortamos en rodajas finas y cubrimos la superficie de nuestra tarta.  12) Salpimentamos aderezamos con un hilo de aceite de oliva virgen extra y unas hojas de tomillo fresco.  13) Esparcimos queso rallado por encima.  14) Introducimos en el centro de nuestro horno. Que tendremos precalentado a 180º.  15) Dejamos cocer nuestra Tarta de calabacines  durante 45 minutos.  16) Sacamos dejamos enfriar y desmoldamos. 
Espárragos frescos gratinados,Verduras y guarniciones,https://www.eladerezo.com/recetas/esparragos-frescos-gratinados.html,,11 ingredientes: 1 base Masa quebrada - 3 huevos - 1 manojo Espárragos trigueros - 1 cucharada Mantequilla - 200 ml Nata líquida para montar 35% M. G. - 100 g Queso Philadelphia - sal - nuez moscada - curry - tomillo - Queso rallado,Instrucciones: 1) Procuramos colocar la masa sobre el molde sin que se nos rompa por ningún sitio.  2) Pasamos el rodillo por los bordes del molde para cortar la masa brisa sobrante.  3) Echamos en una sartén la mantequilla y llevamos al fuego.  4) Cuando se diluya añadimos los espárragos trigueros limpios y cortados en trozos.  5) Sazonamos y esparcimos por encima una pizca de nuez moscada y curry.  6) Salteamos durante tres o cinco minutos.  7) Mientras cascamos los huevos sobre un cuenco grande. Añadimos el queso crema y la nata.  8) Batimos con un tenedor e incorporamos los espárragos salteados.  9) Mezclamos y vertemos sobre la masa brisa.  10) Lavamos y secamos el calabacín.  11) Cortamos en rodajas finas y cubrimos la superficie de nuestra tarta.  12) Salpimentamos aderezamos con un hilo de aceite de oliva virgen extra y unas hojas de tomillo fresco.  13) Esparcimos queso rallado por encima.  14) Introducimos en el centro de nuestro horno. Que tendremos precalentado a 180º.  15) Dejamos cocer nuestra Tarta de calabacines  durante 45 minutos.  16) Sacamos dejamos enfriar y desmoldamos. 
Espárragos templados a la crema de hinojo,Verduras y guarniciones,https://www.eladerezo.com/recetas/esparragos-templados-a-la-crema-de-hinojo.html,,6 ingredientes: 30 Esparragos blancos - 300 ml Nata líquida para montar 35% M. G. - 1/2 bulbo hinojo - 1 cuharadita Salsa de soja - Hojas de menta - 2 Cucharadas Aceite de oliva,Instrucciones: 1) Ponemos a calentar una sartén grande con el aceite de oliva. 2) Colocamos los espárragos en la base de la sartén y doramos por todos sus lados. 3) Rallamos un trozo de hinojo por encima de los espárragos (esto al gusto) ya que es una hortaliza muy aromática y particular y vertemos la nata. 4) Añadimos la salsa de soja y movemos la sartén suavemente para que se mezclen todos los ingredientes. 5) Tapamos la sartén y dejamos hacer 7 u 8 minutos dependiendo del grosor de los espárragos -cuanto más grueso mayor tiempo de cocción- a fuego medio. 6) Destapamos con la intención de que espese la crema y dejamos cocer otros 4 minutos. 7) Sacamos los espárragos a una fuente de presentación rectificamos el punto de sal de la crema si hiciera falta y vertemos sobre estos. Adornamos con unas hojas de menta y perejil o del propio hinojo servimos y degustamos. 
Receta de verduras salteadas,Verduras y guarniciones,https://www.eladerezo.com/recetas/receta-de-verduras-salteadas.html,,6 ingredientes: 30 Esparragos blancos - 300 ml Nata líquida para montar 35% M. G. - 1/2 bulbo hinojo - 1 cuharadita Salsa de soja - Hojas de menta - 2 Cucharadas Aceite de oliva,Instrucciones: 1) Ponemos a calentar una sartén grande con el aceite de oliva. 2) Colocamos los espárragos en la base de la sartén y doramos por todos sus lados. 3) Rallamos un trozo de hinojo por encima de los espárragos (esto al gusto) ya que es una hortaliza muy aromática y particular y vertemos la nata. 4) Añadimos la salsa de soja y movemos la sartén suavemente para que se mezclen todos los ingredientes. 5) Tapamos la sartén y dejamos hacer 7 u 8 minutos dependiendo del grosor de los espárragos -cuanto más grueso mayor tiempo de cocción- a fuego medio. 6) Destapamos con la intención de que espese la crema y dejamos cocer otros 4 minutos. 7) Sacamos los espárragos a una fuente de presentación rectificamos el punto de sal de la crema si hiciera falta y vertemos sobre estos. Adornamos con unas hojas de menta y perejil o del propio hinojo servimos y degustamos. 
Coliflor gratinada con bechamel y beicon,Verduras y guarniciones,https://www.eladerezo.com/recetas/coliflor-gratinada.html,,6 ingredientes: 30 Esparragos blancos - 300 ml Nata líquida para montar 35% M. G. - 1/2 bulbo hinojo - 1 cuharadita Salsa de soja - Hojas de menta - 2 Cucharadas Aceite de oliva,Instrucciones: 1) Ponemos a calentar una sartén grande con el aceite de oliva. 2) Colocamos los espárragos en la base de la sartén y doramos por todos sus lados. 3) Rallamos un trozo de hinojo por encima de los espárragos (esto al gusto) ya que es una hortaliza muy aromática y particular y vertemos la nata. 4) Añadimos la salsa de soja y movemos la sartén suavemente para que se mezclen todos los ingredientes. 5) Tapamos la sartén y dejamos hacer 7 u 8 minutos dependiendo del grosor de los espárragos -cuanto más grueso mayor tiempo de cocción- a fuego medio. 6) Destapamos con la intención de que espese la crema y dejamos cocer otros 4 minutos. 7) Sacamos los espárragos a una fuente de presentación rectificamos el punto de sal de la crema si hiciera falta y vertemos sobre estos. Adornamos con unas hojas de menta y perejil o del propio hinojo servimos y degustamos. 
Judías verdes aliñadas,Verduras y guarniciones,https://www.eladerezo.com/recetas/judias-verdes-alinadas.html,,8 ingredientes: 500 g judías verdes - 120 g Bacon - 60 Arandanos - 1 chalota - 4 huevos - Aceite de oliva virgen extra - Vinagre - sal,Instrucciones: 1) Ponemos abundante agua con sal (al gusto) en una cazuela. En cuanto empiece a hervir añadimos las judías y dejamos cocer durante ocho minutos. 2) Mientras se cuecen las judías pochamos la chalota limpia y picada finamente en una sartén con una cucharada de aceite de oliva. 3) Cuando esté blanda añadimos las tiras de beicon y los arándanos deshidratados. 4) Salteamos durante cinco minutos. 5) Escurrimos las judías y las añadimos a la sartén. Salteamos el conjunto y repartimos en platos. 6) Cortamos el huevo en cuatro y decoramos encima de las judías. 7) Aliñamos las judías con aceite de oliva y vinagre. 8) Servimos y degustamos 
Receta pimientos asados,Verduras y guarniciones,https://www.eladerezo.com/recetas/receta-pimientos-asados.html,4,"3 ingredientes: 1,5 kg Pimientos - Aceite de oliva - sal",Instrucciones: 1) Colocamos sobre una fuente de horno. 2) Sazonamos y regamos con un hilo de aceite no mucho. 3) Introducimos la fuente con los pimientos al centro del horno que tendremos precalentado a 200º. 4) Dejamos que se asen los pimientos durante 20 minutos. 5) Damos la vuelta a los pimientos y les dejamos otros 20-25 minutos más dentro del horno. 6) Sacamos la fuente del horno y dejamos templar durante diez minutos. 7) Quitamos las pepitas y pelamos los pimientos. 8) Cortamos en tiras y colocamos en un cuenco o bol amplio. 9) Colamos el jugo del asado y lo veremos sobre las tiras de pimientos asados. 
Verduras al horno con jamón y brevas,Verduras y guarniciones,https://www.eladerezo.com/recetas/verduras-al-horno.html,4,8 ingredientes: 1 Calabacín - 4 champiñones - 4 tomates - 1 cebolleta - tomillo - Albahaca - Aceite de oliva - sal,Instrucciones: 1) Cortamos en láminas de tres milímetros (aprox.) al igual que la cebolleta. 2) Untamos con aceite cuatro moldes individuales (en mi caso cazuelas de barro) o bien uno individual y luego repartimos en porciones. 3) Colocamos las verduras en los moldes. 4) Sazonamos aderezamos con un hilo de aceite de oliva y un poco de tomillo fresco. 5) Horneamos durante 30 minutos a 200º 6) Sacamos las verduras al horno y en lo que se templan las repartimos en cuatro platos jamón (si es del bueno la receta y tus comensales te lo agradecerán) y las brevas cortadas a la mitad. 7) Aderezamos las brevas con un hilo de aceite de oliva y albahaca picada finamente. 8) Servimos las Verduras al horno con jamón y brevas y degustamos. 
Endivias rellenas de queso fresco y salmón,Verduras y guarniciones,https://www.eladerezo.com/recetas/endivias-rellenas-de-queso.html,4,6 ingredientes: 4 Endivias - 80 g salmon - 250 g queso fresco - 2 cucharadas Aceite de oliva virgen extra - hierbabuena - sesamo,Instrucciones: 1) Incorporamos el aceite y una pizca de sal. 2) Trituramos muy bien. 3) Cortamos las endibias por la mitad longitudinalmente. 4) Cubrimos cada mitad con una cucharada de la mezcla de salmón y queso.  5) Espolvoreamos un poco de Hierbabuena picada o perejil y unas semillas de sésamo. 6) Servimos y degustamos esta original receta de endivias rellenas de queso. 
Espárragos con vinagreta de ahumados,Verduras y guarniciones,https://www.eladerezo.com/recetas/esparragos-con-vinagreta-de-ahumados.html,,6 ingredientes: 4 Endivias - 80 g salmon - 250 g queso fresco - 2 cucharadas Aceite de oliva virgen extra - hierbabuena - sesamo,Instrucciones: 1) Incorporamos el aceite y una pizca de sal. 2) Trituramos muy bien. 3) Cortamos las endibias por la mitad longitudinalmente. 4) Cubrimos cada mitad con una cucharada de la mezcla de salmón y queso.  5) Espolvoreamos un poco de Hierbabuena picada o perejil y unas semillas de sésamo. 6) Servimos y degustamos esta original receta de endivias rellenas de queso. 
Patatas rellenas de verduras,Verduras y guarniciones,https://www.eladerezo.com/recetas/patatas-rellenas.html,,6 ingredientes: 4 Endivias - 80 g salmon - 250 g queso fresco - 2 cucharadas Aceite de oliva virgen extra - hierbabuena - sesamo,Instrucciones: 1) Incorporamos el aceite y una pizca de sal. 2) Trituramos muy bien. 3) Cortamos las endibias por la mitad longitudinalmente. 4) Cubrimos cada mitad con una cucharada de la mezcla de salmón y queso.  5) Espolvoreamos un poco de Hierbabuena picada o perejil y unas semillas de sésamo. 6) Servimos y degustamos esta original receta de endivias rellenas de queso. 
Crema de calabaza y queso,Verduras y guarniciones,https://www.eladerezo.com/recetas/crema-de-calabaza-y-queso-para-el-verano.html,,8 ingredientes: 500 g calabaza - 1 puerro - 250 g patatas - 200 g Queso Crema - 30 ml Aceite de oliva - sal - Pimienta - cilantro,Instrucciones: 1) Cortamos en dados al igual que la calabaza que ya tendremos limpia de piel y pipas. 2) Lavamos y cortamos en rodajas el puerro. 3) Echamos tres cucharadas de aceite de oliva en una cazuela amplia. En cuanto empiece a humear incorporamos el puerro dejamos pochar unos minutos. 4) Añadimos la calabaza y la patata. Removemos y cubrimos de agua. 5) Sazonamos y esperamos a que empiece a hervir. 6) Cuando llegue al punto de ebullición bajamos el fuego tapamos y dejamos hacer durante 30 minutos más o menos. Hasta que la verdura esté blanda. 7) Retiramos del fuego y dejamos templar. 8) Incorporamos el queso crema en la cazuela con un hilo de aceite de oliva y trituramos con la batidora. O bien echamos todo en el vaso de la Thermomix junto con tres cucharadas de aceite de oliva y emulsionamos. 9) Probamos el punto de sal rectificando si hiciera falta. 10) Pasamos por un chino dejamos enfriar y guardamos en la nevera. 
Calabacines redondos rellenos,Verduras y guarniciones,https://www.eladerezo.com/recetas/calabacines-redondos-rellenos.html,4,10 ingredientes: 4 calabacines - 250 g Pollo - 1 cebolleta - 1/2 Pimiento rojo - 1/2 Pimiento verde - 3 tomates - hierbas provenzales - Aceite de oliva - sal - Queso rallado,"Instrucciones: 1) Mientras limpiamos y cortamos a modo de tapa la parte de arriba de los calabacines redondos. 2) Vaciamos con un sacabocados o una cucharilla de café con mucho cuidado de no romperles. Reservando la carne del calabacín. 3) En cuanto empiece a hervir el agua introducimos los calabacines y ""su tapa"" en la cazuela. 4) Dejamos cocer durante 5 minutos sacamos escurrimos y reservamos. 5) Mientras picamos la cebolleta y los pimientos. 6) Pochamos en una cazuela durante 10 minutos a fuego lento. 7) Sazonamos la carne picada y la echamos en la cazuela. 8) Removemos y dejamos hacer durante mientras lavamos secamos y rallamos los tomates. 9) Vertemos los tomates rallados en la cazuela subimos el fuego aderezamos con hiervas provenzales removemos y dejamos que se haga el conjunto durante 15 minutos. 10) Rectificamos el punto de sal y retiramos del fuego. 11) Preparamos la bechamel dorando en una sartén con aceite de oliva la Maicena. 12) Echamos la leche y removemos con unas varillas. 13) En cuanto espese retiramos del fuego sazonamos al gusto y echamos una pizca de nuez moscada. 14) En una fuente de horno echamos en la base unas cucharadas del sofrito de tomate y de bechamel lo justo para cubrir. 15) Colocamos los calabacines vacíos y rellenamos intercalando capas de sofrito de tomate y carne con bechamel. Procurando que la última sea de bechamel. 16) Esparcimos el queso rallado por encima y gratinamos en el horno. 17) Servimos los calabacines redondos rellenos con la ""tapa"" o sin ella como más te guste. "
Brócoli con albondigas gratinado,Verduras y guarniciones,https://www.eladerezo.com/recetas/brocoli-con-albondigas-gratinado.html,,10 ingredientes: 4 calabacines - 250 g Pollo - 1 cebolleta - 1/2 Pimiento rojo - 1/2 Pimiento verde - 3 tomates - hierbas provenzales - Aceite de oliva - sal - Queso rallado,"Instrucciones: 1) Mientras limpiamos y cortamos a modo de tapa la parte de arriba de los calabacines redondos. 2) Vaciamos con un sacabocados o una cucharilla de café con mucho cuidado de no romperles. Reservando la carne del calabacín. 3) En cuanto empiece a hervir el agua introducimos los calabacines y ""su tapa"" en la cazuela. 4) Dejamos cocer durante 5 minutos sacamos escurrimos y reservamos. 5) Mientras picamos la cebolleta y los pimientos. 6) Pochamos en una cazuela durante 10 minutos a fuego lento. 7) Sazonamos la carne picada y la echamos en la cazuela. 8) Removemos y dejamos hacer durante mientras lavamos secamos y rallamos los tomates. 9) Vertemos los tomates rallados en la cazuela subimos el fuego aderezamos con hiervas provenzales removemos y dejamos que se haga el conjunto durante 15 minutos. 10) Rectificamos el punto de sal y retiramos del fuego. 11) Preparamos la bechamel dorando en una sartén con aceite de oliva la Maicena. 12) Echamos la leche y removemos con unas varillas. 13) En cuanto espese retiramos del fuego sazonamos al gusto y echamos una pizca de nuez moscada. 14) En una fuente de horno echamos en la base unas cucharadas del sofrito de tomate y de bechamel lo justo para cubrir. 15) Colocamos los calabacines vacíos y rellenamos intercalando capas de sofrito de tomate y carne con bechamel. Procurando que la última sea de bechamel. 16) Esparcimos el queso rallado por encima y gratinamos en el horno. 17) Servimos los calabacines redondos rellenos con la ""tapa"" o sin ella como más te guste. "
Pastel de Verduras un entrante sano y delicioso,Verduras y guarniciones,https://www.eladerezo.com/recetas/pastel-de-verduras-para-navidad.html,,9 ingredientes: 1 Ramillete Brócoli - 2 zanahorias - 200 g guisantes - 4 huevos - 250 g Nata para cocinar - 100 g Queso rallado - Pimienta - nuez moscada - sal,Instrucciones: 1) Lavamos y escurrimos el brócoli cortamos los ramilletes. Pelamos el tronco y cortamos en cuatro trozos a lo largo. 2) Ponemos una cazuela grande con agua a cocer. Echamos el brocoli y las zanahorias sazonamos al gusto tapamos y cuando empiece a hervir dejamos cocer 15 minutos. 3) Escurrimos las verduras engrasamos un molde con mantequilla y pan rallado y lo introducimos en una fuente especial para horno 4) Colocamos los guisantes (descongelados o frescos y en crudo) en la base del molde encima la zanahoria y el tronco del brócoli y por ultimo los ramilletes de brocoli. 5) Mezclamos en un bol la nata con los huevos y sazonamos al gusto con sal pimienta negra y la nuez moscada. 6) Vertemos sobre las verduras y cubrimos con una capa de queso rallado. 7) Echamos agua hirviendo en el molde para el Baño María e introducimos la fuente con el molde en el horno previamente precalentado a 180º. 8) Horneamos 40 minutos. 9) Mientras en un cazo preparamos la salsa. 10) Echamos la patata la zanahoria limpia y en trozos y los champiñones lavados. 11) Sazonamos con un poco de sal pimienta y curry. Cubrimos con agua y cocemos durante 30 minutos a fuego lento. 12) Retiramos dejamos templar incorporamos un hilo de aceite de oliva (3 cucharadas aprox.) y trituramos finamente. 13) Sacamos el pastel de verduras del horno. Dejamos templar. 14) Desmoldamos sobre una fuente para su presentación. 15) Napamos el pastel de verduras con la salsa y decoramos con verduras cocidas. 16) Servimos en la mesa junto con el resto de la salsa que habremos puesto en una salsera. 17) Cortamos el pastel de verduras servimos y degustamos caliente 
Cardo con almejas una receta de Navidad,Verduras y guarniciones,https://www.eladerezo.com/recetas/cardo-con-almejas-receta-de-navidad.html,6,13 ingredientes: 1 kg cardo - 500 g Almejas - 1 Calabacín - 1 cebolla - 10 Hebras Azafrán - 1 Ajo - 1/2 vaso coñac - 100 ml Nata líquida para montar 35% M. G. - 2 huevos - Harina - Aceite de oliva - Aceite de Girasol - sal,Instrucciones: 1) Cortamos el cardo en porciones de unos 5 centímetros que introduciremos inmediatamente en un bol con agua muy fría y unas gotas de limón o vinagre para que no se oxiden los trozos de cardo y no se nos oscurezcan. 2) Cuando tengamos todo el cardo limpio lo escurrimos y lo ponemos una cazuela con agua y sal. Colocamos la cazuela al fuego y dejamos cocer a fuego medio-bajo durante 20 minutos. 3) Mientras en otra cazuela con un par de cucharadas de aceite de oliva salteamos la cebolla (limpia y cortada finamente) con el calabacín cortado en trozos (limpio y sin pelar). 4) Pasados unos minutos sazonamos cubrimos con agua y dejamos cocer 20 minutos. Rectificamos el punto de sal añadimos la nata y trituramos hasta conseguir una crema fina. Reservamos. 5) Lavamos las almejas y dejamos en un bol con agua y sal para que suelten impurezas y tierra. 6) Ponemos una sartén al fuego con abundante aceite de girasol y escurrimos el cardo ponemos sobre papel absorbente. 7) Enharinamos los trozos de cardo pasamos por el huevo batido y freímos hasta conseguir que estén dorados por ambos lados. 8) Sacamos sobre papel absorbente. 9) Una vez tengamos todos los trozos fritos en una cazuela con cuatro cucharadas de aceite de oliva pochamos la cebolla y el ajo que habremos pelado y cortado finamente con anterioridad. 10) Añadimos el coñac e incorporamos los trozos de cardo rebozado las almejas y cubrimos con la crema de calabacín. Echamos las hebras de azafrán y dejamos cocer todo el conjunto cinco minutos. 11) Retiramos sacamos sobre una fuente para servir en el centro de la mesa o  bien en platos individuales. 
Brócoli salteado con anacardos cecina y philadelphia,Verduras y guarniciones,https://www.eladerezo.com/recetas/receta-brocoli-salteado-anacardos-cecina-queso-philadelphia.html,4,7 ingredientes: 2 cogollos Brócoli - 150 g cecina - 50 g Anacardos - 100 ml Nata líquida para montar 35% M. G. - 250 g Queso Philadelphia - sal - Aceite de oliva virgen,Instrucciones: 1) Pica muy menudo el jamón serrano y saltéalo junto con los anacardos en una sartén con una cucharada de aceite de oliva añade el brócoli y cocina el conjunto unos 3 minutos. 2) Aparte en un cazo mezcla Philadelphia Finas Hierbas con la nata y deja que de un hervor. 3) Sirve el brócoli con abundante salsa de queso. 
Berenjenas rellenas de carne picada,Verduras y guarniciones,https://www.eladerezo.com/recetas/berenjenas-rellenas-de-carne-picada.html,4,10 ingredientes: 2 berenjenas - 300 g Carne de cerdo - 1 cebolleta - 1 trozo pimientos verdes - 1 Cucharadita Miel - 1 envase Queso rallado - hierbas provenzales - Aceite de oliva - sal - nuez moscada,"Instrucciones: 1) Cortamos por la mitad a la larga y efectuamos unos cortes profundos (sin llegar a cortar la piel) en la carne de la berenjena. 2) Colocamos las mitades de la berenjena en una fuente sazonamos y añadimos un hilo de aceite de oliva virgen extra. 3) Introducimos la bandeja en la mitad del horno que habremos precalentado previamente a 180º y dejamos que se hagan las berenjenas durante 20 minutos. 4) Pasado el tiempo sacamos la bandeja del horno y dejamos templar. Sacamos la carne de la berenjena con la ayuda de una cuchara con la precaución de no dañar la piel que será nuestro ""plato de presentación"" de esta receta escurrimos y picamos. 5) Ponemos una sartén al fuego con tres cucharadas de aceite de oliva y pochamos en ella la cebolleta y el pimiento verde picado finamente. 6) Salpimentamos la carne picada de cerdo y la echamos en la sartén. Hacemos a fuego medio alto durante 5 minutos removiendo de vez en cuando. Añadimos la carne de la berenjena la cuchara pequeña de miel y una pizca de nuez moscada. Removemos suavemente hasta que se evapore la posible agua que pudiera  soltar la carne. 7) Cuando veamos que está hecho todo el conjunto retiramos rellenamos las mitades de la berenjena cubrimos con una capa de queso rallado y aderezamos con un hilo de aceite de oliva y hierbas provenzales. 8) Gratinamos en el horno 10 minutos a 170º. 9) Sacamos las berenjenas rellenas de carne picada repartimos en platos servimos y degustamos. 10) En nuestro caso hemos acompañado las berenjenas rellenas de carne picada con una reducción de vino de la Ribera del Duero. Para ello sólo tenemos que poner 300 ml.  de vino en un cazo media corteza de naranja y tres cucharadas de azúcar. 11) Removemos ponemos al fuego y dejamos reducir hasta que se nos quede como una salsa tipo ""caramelo"" liquido. "
Tortilla de Acelgas una receta sana y deliciosa,Verduras y guarniciones,https://www.eladerezo.com/recetas/tortilla-de-acelgas.html,4,6 ingredientes: 4 hojas Acelgas - 3 huevos - 5 cucharadas Nata líquida para montar 35% M. G. - 50 g Piñones - Aceite de oliva virgen extra - sal,Instrucciones: 1) Ponemos a cocer una cazuela amplia abundante agua con sal. 2) Escaldamos un par de minutos las acelgas y sacamos a un bol con agua fría. 3) Una vez tengamos fría la acelgas escurrimos. 4) Batimos los huevos con la nata y una pizca de sal en un bol añadimos las acelgas y los piñones. 5) Ponemos al fuego una sartén antiadherente con tres cucharadas de aceite de oliva virgen extra. 6) En cuanto empiece a humear echamos la mezcla anterior bajamos el fuego y dejamos hacer tres o cuatro minutos. 7) Le damos la vuelta a la tortilla de acelgas con la ayuda de un plato llano y dejamos otros cuatro minutos. 8) Sacamos sobre un plato llano y servimos caliente. 
Lasaña de berenjena y calabacín,Verduras y guarniciones,https://www.eladerezo.com/recetas/lasana-de-berenjena-y-calabacin.html,,6 ingredientes: 4 hojas Acelgas - 3 huevos - 5 cucharadas Nata líquida para montar 35% M. G. - 50 g Piñones - Aceite de oliva virgen extra - sal,Instrucciones: 1) Ponemos a cocer una cazuela amplia abundante agua con sal. 2) Escaldamos un par de minutos las acelgas y sacamos a un bol con agua fría. 3) Una vez tengamos fría la acelgas escurrimos. 4) Batimos los huevos con la nata y una pizca de sal en un bol añadimos las acelgas y los piñones. 5) Ponemos al fuego una sartén antiadherente con tres cucharadas de aceite de oliva virgen extra. 6) En cuanto empiece a humear echamos la mezcla anterior bajamos el fuego y dejamos hacer tres o cuatro minutos. 7) Le damos la vuelta a la tortilla de acelgas con la ayuda de un plato llano y dejamos otros cuatro minutos. 8) Sacamos sobre un plato llano y servimos caliente. 
Salteado de setas y ajetes con piñones,Verduras y guarniciones,https://www.eladerezo.com/recetas/salteado-de-setas-y-ajetes-con-pinones.html,4,6 ingredientes: 400 g setas - 150 g Ajetes - 60 g Piñones - Aceite de oliva virgen extra - sal - pimienta negra,Instrucciones: 1) Ponemos la sartén al fuego y salteamos los ajetes con una cucharada de aceite de oliva virgen extra. 2) Pasados unos minutos y cuando los veamos dorados añadimos las setas cortadas en trozos grandes. 3) Dejamos hacer otros cinco minutos removiendo de vez en cuando. 4) Retiramos el salteado de setas del fuego y sazonamos. 5) Colocamos en un plato de presentación incorporamos los piñones y servimos el salteado de setas y ajetes con piñones. 
Fritada de verduras con huevo poché,Verduras y guarniciones,https://www.eladerezo.com/recetas/fritada-de-verduras-con-un-huevo-poche.html,,6 ingredientes: 400 g setas - 150 g Ajetes - 60 g Piñones - Aceite de oliva virgen extra - sal - pimienta negra,Instrucciones: 1) Ponemos la sartén al fuego y salteamos los ajetes con una cucharada de aceite de oliva virgen extra. 2) Pasados unos minutos y cuando los veamos dorados añadimos las setas cortadas en trozos grandes. 3) Dejamos hacer otros cinco minutos removiendo de vez en cuando. 4) Retiramos el salteado de setas del fuego y sazonamos. 5) Colocamos en un plato de presentación incorporamos los piñones y servimos el salteado de setas y ajetes con piñones. 
